nombre,artista,reproducciones,url,imagen_url
You’re Losing Me (From the Vault),Taylor Swift,12974738,https://www.last.fm/music/Taylor+Swift/_/You%E2%80%99re+Losing+Me+(From+the+Vault),https://lastfm.freetls.fastly.net/i/u/300x300/7c1d50ee921cc6b4d95405fb59a41f74.png
I Don't Owe You Anything - 2011 Remaster,The Smiths,4819708,https://www.last.fm/music/The+Smiths/_/I+Don%27t+Owe+You+Anything+-+2011+Remaster,https://lastfm.freetls.fastly.net/i/u/300x300/d9baf5e88c5931c6d1f7c78e426205ba.png
Paul - 2023 Remaster,Big Thief,4532740,https://www.last.fm/music/Big+Thief/_/Paul+-+2023+Remaster,https://lastfm.freetls.fastly.net/i/u/300x300/4aff7d6a4b53a57f3d377aa29e6fed38.png
I'm a Slave 4 U,Britney Spears,10352209,https://www.last.fm/music/Britney+Spears/_/I%27m+a+Slave+4+U,https://lastfm.freetls.fastly.net/i/u/300x300/ed407e4025800d31cd02fa58e74eab72.png
Strawberry Fields Forever - Remastered 2009,The Beatles,6728129,https://www.last.fm/music/The+Beatles/_/Strawberry+Fields+Forever+-+Remastered+2009,https://lastfm.freetls.fastly.net/i/u/300x300/03bf3da4cceea195ea9f45a2206a4592.png
Red (Taylor's Version),Taylor Swift,14515006,https://www.last.fm/music/Taylor+Swift/_/Red+(Taylor%27s+Version),https://lastfm.freetls.fastly.net/i/u/300x300/4ea1daa744518006f94704be84c087fe.png
Love Hangover (feat. Dominic Fike),Jennie,7572690,https://www.last.fm/music/Jennie/_/Love+Hangover+(feat.+Dominic+Fike),https://lastfm.freetls.fastly.net/i/u/300x300/b3b59a53f342694ac5c9f3b9deca832d.png
Fell on Black Days,Soundgarden,7066966,https://www.last.fm/music/Soundgarden/_/Fell+on+Black+Days,https://lastfm.freetls.fastly.net/i/u/300x300/ba46062e0b094a889ac06447fd5714f8.png
Let Me Love You,Mario,7538386,https://www.last.fm/music/Mario/_/Let+Me+Love+You,https://lastfm.freetls.fastly.net/i/u/300x300/4bee6824e6a304c02f08e239e724685a.png
I Will Survive,Gloria Gaynor,5166457,https://www.last.fm/music/Gloria+Gaynor/_/I+Will+Survive,https://lastfm.freetls.fastly.net/i/u/300x300/d335f102d7ad4877232c6157b247ee87.png
cowboy like me,Taylor Swift,15386290,https://www.last.fm/music/Taylor+Swift/_/cowboy+like+me,https://lastfm.freetls.fastly.net/i/u/300x300/627ad563727663ba96eb7cb8cea7a7bf.png
The Summoning,Sleep Token,9515035,https://www.last.fm/music/Sleep+Token/_/The+Summoning,https://lastfm.freetls.fastly.net/i/u/300x300/6fc95fcb1aafa2165a2efe1202744c05.png
Kills,Chief Keef,6237129,https://www.last.fm/music/Chief+Keef/_/Kills,https://lastfm.freetls.fastly.net/i/u/300x300/8190cb8e7c44c5fb25342fee3d9863e5.png
Digits,Young Thug,5937193,https://www.last.fm/music/Young+Thug/_/Digits,https://lastfm.freetls.fastly.net/i/u/300x300/a6c3aec9c934fb249a41818ac6d55360.png
Feel It,d4vd,3084284,https://www.last.fm/music/d4vd/_/Feel+It,https://lastfm.freetls.fastly.net/i/u/300x300/908e023fc3e0d761160dfd5e5c8c22e2.png
Solo (feat. Demi Lovato),Clean Bandit,5463982,https://www.last.fm/music/Clean+Bandit/_/Solo+(feat.+Demi+Lovato),https://lastfm.freetls.fastly.net/i/u/300x300/c2caeda14caa7c12ec5e9fd3b0c89c1c.png
Till I Collapse,Eminem,6888183,https://www.last.fm/music/Eminem/_/Till+I+Collapse,https://lastfm.freetls.fastly.net/i/u/300x300/44974c20d9c9b8fd0fac1d4116cb64a3.png
Smokin Out The Window,Bruno Mars,10298606,https://www.last.fm/music/Bruno+Mars/_/Smokin+Out+The+Window,https://lastfm.freetls.fastly.net/i/u/300x300/727cdc1b5686f94b139309dfb0ef8013.png
Walk,Pantera,10177582,https://www.last.fm/music/Pantera/_/Walk,https://lastfm.freetls.fastly.net/i/u/300x300/9c8ee1b2a56d758dff09f33a695b3ddd.png
OUT WEST (feat. Young Thug),JACKBOYS,10722108,https://www.last.fm/music/JACKBOYS/_/OUT+WEST+(feat.+Young+Thug),
The Boy Is Mine,Brandy,4962082,https://www.last.fm/music/Brandy/_/The+Boy+Is+Mine,https://lastfm.freetls.fastly.net/i/u/300x300/083b9b474a803b43cc5fdf30ba7fe926.png
Basic Being Basic,Djo,3911991,https://www.last.fm/music/Djo/_/Basic+Being+Basic,https://lastfm.freetls.fastly.net/i/u/300x300/bf2f239960a5dbf7a9441a3e8f56140d.png
The Giver,Chappell Roan,7699575,https://www.last.fm/music/Chappell+Roan/_/The+Giver,https://lastfm.freetls.fastly.net/i/u/300x300/854afa25059c3d7be76ab8a0caab40ca.png
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,6577048,https://www.last.fm/music/Young+Thug/_/Hot+(Remix)+%5Bfeat.+Gunna+and+Travis+Scott%5D,https://lastfm.freetls.fastly.net/i/u/300x300/7f18d6243932f54ff4131b5ac101cb47.png
GALA,XG,2872577,https://www.last.fm/music/XG/_/GALA,https://lastfm.freetls.fastly.net/i/u/300x300/11c32f9c6c55240b2794e117c100d7c2.png
Favourite,Fontaines D.C.,5334239,https://www.last.fm/music/Fontaines+D.C./_/Favourite,https://lastfm.freetls.fastly.net/i/u/300x300/4f4ae1fdc6b81d93c41c0054d596ccf0.png
Do I Wanna Know? - Live At the BBC,Hozier,4346178,https://www.last.fm/music/Hozier/_/Do+I+Wanna+Know%3F+-+Live+At+the+BBC,https://lastfm.freetls.fastly.net/i/u/300x300/5e03a781251f0215abe18897d3b2591b.png
Beautiful Things,Benson Boone,10083626,https://www.last.fm/music/Benson+Boone/_/Beautiful+Things,https://lastfm.freetls.fastly.net/i/u/300x300/6e6490345830592b9ba9e2c07bb655a7.png
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,3147157,https://www.last.fm/music/Bee+Gees/_/Stayin%27+Alive+-+From+%22Saturday+Night+Fever%22+Soundtrack,
Return of the Mack,Mark Morrison,5645080,https://www.last.fm/music/Mark+Morrison/_/Return+of+the+Mack,https://lastfm.freetls.fastly.net/i/u/300x300/cfea3d0f4c896ea1162f9c768a8d7a9c.png
Cuando No Era Cantante,El Bogueto,2211233,https://www.last.fm/music/El+Bogueto/_/Cuando+No+Era+Cantante,https://lastfm.freetls.fastly.net/i/u/300x300/1aa2d9cd155c81dbad09c5cbf99d1bbb.png
listen before i go,Billie Eilish,13245354,https://www.last.fm/music/Billie+Eilish/_/listen+before+i+go,https://lastfm.freetls.fastly.net/i/u/300x300/af8a07f49b6d2a48ecf2a0fcfa28d027.png
Deus Existe,Anitta,446605,https://www.last.fm/music/Anitta/_/Deus+Existe,https://lastfm.freetls.fastly.net/i/u/300x300/b3f4a79478374352968457721303b927.png
Restless,Untitled,930521,https://www.last.fm/music/Untitled/_/Restless,https://lastfm.freetls.fastly.net/i/u/300x300/b13f04a3b528474235adbd2cc3ab99a9.png
Dancing with a Stranger (with Normani),Sam Smith,7219162,https://www.last.fm/music/Sam+Smith/_/Dancing+with+a+Stranger+(with+Normani),https://lastfm.freetls.fastly.net/i/u/300x300/67e9ad6538a59121a470d7298ff5e059.png
Out Thë Way,Yeat,13806918,https://www.last.fm/music/Yeat/_/Out+Th%C3%AB+Way,https://lastfm.freetls.fastly.net/i/u/300x300/5a48720b118fbe2a47a3117e07e6547a.png
Circle With Me,Spiritbox,5122630,https://www.last.fm/music/Spiritbox/_/Circle+With+Me,https://lastfm.freetls.fastly.net/i/u/300x300/a46f9d7485e8bb589b3928411c93f9d5.png
Forrest Gump,Frank Ocean,11337467,https://www.last.fm/music/Frank+Ocean/_/Forrest+Gump,https://lastfm.freetls.fastly.net/i/u/300x300/553678d27570452839aec0fd0cdadd63.png
00:00 (Zero O’Clock),BTS,16457570,https://www.last.fm/music/BTS/_/00:00+(Zero+O%E2%80%99Clock),
In My Room,Frank Ocean,20366267,https://www.last.fm/music/Frank+Ocean/_/In+My+Room,
LOVE YOU LESS,Joji,2979753,https://www.last.fm/music/Joji/_/LOVE+YOU+LESS,https://lastfm.freetls.fastly.net/i/u/300x300/11e2f55d56b2ec88c05a0c2edc8f1cee.png
The Man,Taylor Swift,18600198,https://www.last.fm/music/Taylor+Swift/_/The+Man,https://lastfm.freetls.fastly.net/i/u/300x300/41e946737b157ea0e88b7c0551acc604.png
Don't Let Me Down,The Chainsmokers,6564505,https://www.last.fm/music/The+Chainsmokers/_/Don%27t+Let+Me+Down,https://lastfm.freetls.fastly.net/i/u/300x300/ac20cccaea2d0ac18ed3870b3b0ccba4.png
Just Give Me a Reason (feat. Nate Ruess),P!nk,6088676,https://www.last.fm/music/P%21nk/_/Just+Give+Me+a+Reason+(feat.+Nate+Ruess),https://lastfm.freetls.fastly.net/i/u/300x300/9c82f670e820280598f326025c6bbf31.png
The Abyss (feat. Lana Del Rey),The Weeknd,4265217,https://www.last.fm/music/The+Weeknd/_/The+Abyss+(feat.+Lana+Del+Rey),https://lastfm.freetls.fastly.net/i/u/300x300/249055588b98202ab29ec9f2d9b6d131.png
FEARLESS,LE SSERAFIM,11890248,https://www.last.fm/music/LE+SSERAFIM/_/FEARLESS,https://lastfm.freetls.fastly.net/i/u/300x300/d930ba65bb061c4c8a7849e3704216cd.png
Die for You (with Ariana Grande) - Remix,The Weeknd,6101817,https://www.last.fm/music/The+Weeknd/_/Die+for+You+(with+Ariana+Grande)+-+Remix,https://lastfm.freetls.fastly.net/i/u/300x300/d2c25ad0ff0453f9ca0e890be5aeae4a.png
Yesterday - Remastered 2009,The Beatles,8463772,https://www.last.fm/music/The+Beatles/_/Yesterday+-+Remastered+2009,
Behind Blue Eyes,Limp Bizkit,10186888,https://www.last.fm/music/Limp+Bizkit/_/Behind+Blue+Eyes,https://lastfm.freetls.fastly.net/i/u/300x300/d4df5bf6ddc9809e08a277527af6d80d.png
Waiting for Love,Avicii,8033981,https://www.last.fm/music/Avicii/_/Waiting+for+Love,https://lastfm.freetls.fastly.net/i/u/300x300/7e11890eb230518924d132ee1e31ec37.png
Surround Sound (feat. 21 Savage & Baby Tate),JID,13087123,https://www.last.fm/music/JID/_/Surround+Sound+(feat.+21+Savage+&+Baby+Tate),https://lastfm.freetls.fastly.net/i/u/300x300/b61a1ac75f6faeb0475a7acfee7121e9.png
Wait for It,Leslie Odom Jr.,6352624,https://www.last.fm/music/Leslie+Odom+Jr./_/Wait+for+It,
My Time,BTS,34749696,https://www.last.fm/music/BTS/_/My+Time,https://lastfm.freetls.fastly.net/i/u/300x300/0d6f0c646a5cda4c17f390b8fb28542b.png
Let Go,Aaron May,9232142,https://www.last.fm/music/Aaron+May/_/Let+Go,https://lastfm.freetls.fastly.net/i/u/300x300/d83b39244d1276f2b1114bcfce4a8261.png
Help I'm Alive,Metric,6582895,https://www.last.fm/music/Metric/_/Help+I%27m+Alive,https://lastfm.freetls.fastly.net/i/u/300x300/98939bf5d8dc0e59c89dbe7e303f5c6c.png
Immigrant Song - Remaster,Led Zeppelin,7810725,https://www.last.fm/music/Led+Zeppelin/_/Immigrant+Song+-+Remaster,https://lastfm.freetls.fastly.net/i/u/300x300/6beb27c2ded6004184f2f6d37ed60584.png
Swing Lynn,Harmless,5840513,https://www.last.fm/music/Harmless/_/Swing+Lynn,https://lastfm.freetls.fastly.net/i/u/300x300/2a139f44becf1cc45cb601e7c959d0aa.png
Static,Steve Lacy,13641673,https://www.last.fm/music/Steve+Lacy/_/Static,https://lastfm.freetls.fastly.net/i/u/300x300/12dcf1122cccf14bd8d943480d04cd58.png
ROMANTIC LOVER,Eyedress,12992009,https://www.last.fm/music/Eyedress/_/ROMANTIC+LOVER,https://lastfm.freetls.fastly.net/i/u/300x300/0816434ded9aa9feb7b7f41fd4c15a60.png
Until I Found You,Stephen Sanchez,9829021,https://www.last.fm/music/Stephen+Sanchez/_/Until+I+Found+You,https://lastfm.freetls.fastly.net/i/u/300x300/698dd90731310b1060e63558b0b30945.png
It's Been So Long,The Living Tombstone,6799361,https://www.last.fm/music/The+Living+Tombstone/_/It%27s+Been+So+Long,https://lastfm.freetls.fastly.net/i/u/300x300/5647740916c04891c8f3863ce7a230f8.png
Tough Luck,Laufey,4290152,https://www.last.fm/music/Laufey/_/Tough+Luck,https://lastfm.freetls.fastly.net/i/u/300x300/60f13270d8fb25067ee42462b5e0726d.png
Need It (feat. YoungBoy Never Broke Again),Migos,3725419,https://www.last.fm/music/Migos/_/Need+It+(feat.+YoungBoy+Never+Broke+Again),https://lastfm.freetls.fastly.net/i/u/300x300/1e41e81ae779abb6b9cbe112b2a721ae.png
Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,8004896,https://www.last.fm/music/Lil+Uzi+Vert/_/Watch+This+-+ARIZONATEARS+Pluggnb+Remix,
Background,Jin,11817160,https://www.last.fm/music/Jin/_/Background,https://lastfm.freetls.fastly.net/i/u/300x300/a363a7b06089ccc1d7c86c8a4068be4f.png
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,13330732,https://www.last.fm/music/Imagine+Dragons/_/Enemy+(with+JID)+-+from+the+series+Arcane+League+of+Legends,https://lastfm.freetls.fastly.net/i/u/300x300/6884c9b081b20496cc8ef1fa6676197b.png
I Didn't Change My Number,Billie Eilish,10563701,https://www.last.fm/music/Billie+Eilish/_/I+Didn%27t+Change+My+Number,https://lastfm.freetls.fastly.net/i/u/300x300/e06005cd1e0d827961914dc31c56a6ee.png
my strange addiction,Billie Eilish,10389885,https://www.last.fm/music/Billie+Eilish/_/my+strange+addiction,https://lastfm.freetls.fastly.net/i/u/300x300/5ac1c3f6a1740c6632560f134ea9bd63.png
Virginia Beach,Drake,6969191,https://www.last.fm/music/Drake/_/Virginia+Beach,https://lastfm.freetls.fastly.net/i/u/300x300/affa1d5df8b9141db4078541fdb3663f.png
All I Think About Now,Pixies,7574811,https://www.last.fm/music/Pixies/_/All+I+Think+About+Now,https://lastfm.freetls.fastly.net/i/u/300x300/0de483276e321cb7d3e55b96b7bdab3d.png
All Caps,Madvillain,13830476,https://www.last.fm/music/Madvillain/_/All+Caps,https://lastfm.freetls.fastly.net/i/u/300x300/893fce336634c600b2bab31de7bbc9bd.png
Stranger,Jhené Aiko,4257279,https://www.last.fm/music/Jhen%C3%A9+Aiko/_/Stranger,https://lastfm.freetls.fastly.net/i/u/300x300/6ea09da68a7ebfbee95b1cffbb8e9f82.png
VELOCIDADE,Santos Bravos,500175,https://www.last.fm/music/Santos+Bravos/_/VELOCIDADE,https://lastfm.freetls.fastly.net/i/u/300x300/65b85badf69620e210ffc9b62c184f0f.png
House That Always Rains,Conan Gray,304162,https://www.last.fm/music/Conan+Gray/_/House+That+Always+Rains,https://lastfm.freetls.fastly.net/i/u/300x300/16999bd4e6a644739c118493e62c6c02.png
Peso,A$AP Rocky,8395469,https://www.last.fm/music/A$AP+Rocky/_/Peso,https://lastfm.freetls.fastly.net/i/u/300x300/85de2359efb1a61626859f9937f493d2.png
Jamais Vu,BTS,22765267,https://www.last.fm/music/BTS/_/Jamais+Vu,https://lastfm.freetls.fastly.net/i/u/300x300/0d6f0c646a5cda4c17f390b8fb28542b.png
Bored,Billie Eilish,12172090,https://www.last.fm/music/Billie+Eilish/_/Bored,https://lastfm.freetls.fastly.net/i/u/300x300/8bccd9c4336ffdbe502671287bc1b85c.png
oui,Jeremih,5908446,https://www.last.fm/music/Jeremih/_/oui,https://lastfm.freetls.fastly.net/i/u/300x300/5c1715c5ee013b5774abfda59e39de94.png
WAP (feat. Megan Thee Stallion),Cardi B,15084655,https://www.last.fm/music/Cardi+B/_/WAP+(feat.+Megan+Thee+Stallion),https://lastfm.freetls.fastly.net/i/u/300x300/0897b476c5312c332b454f361abbaa2f.png
Angels Like You,Miley Cyrus,11710177,https://www.last.fm/music/Miley+Cyrus/_/Angels+Like+You,https://lastfm.freetls.fastly.net/i/u/300x300/3d22826354bdf69bc6ba9f568659f7ee.png
Faneto,Chief Keef,7127604,https://www.last.fm/music/Chief+Keef/_/Faneto,https://lastfm.freetls.fastly.net/i/u/300x300/d5d6392ec22d31fdad9d6cc6c8edbe55.png
Do for Love,2Pac,5236707,https://www.last.fm/music/2Pac/_/Do+for+Love,https://lastfm.freetls.fastly.net/i/u/300x300/0bee0088039e47e2c74e1b7f0735e453.png
Cardigan,Don Toliver,8089774,https://www.last.fm/music/Don+Toliver/_/Cardigan,https://lastfm.freetls.fastly.net/i/u/300x300/778e527ba305e1d65d002df7ac9b7fa5.png
PUNK TACTICS,Joey Valence & Brae,5227536,https://www.last.fm/music/Joey+Valence+&+Brae/_/PUNK+TACTICS,https://lastfm.freetls.fastly.net/i/u/300x300/46686dbc3f08796c9f71f915becb1cf9.png
Decode - Twilight Soundtrack Version,Paramore,4711067,https://www.last.fm/music/Paramore/_/Decode+-+Twilight+Soundtrack+Version,
Laugh Now Cry Later (feat. Lil Durk),Drake,8684766,https://www.last.fm/music/Drake/_/Laugh+Now+Cry+Later+(feat.+Lil+Durk),https://lastfm.freetls.fastly.net/i/u/300x300/0d90d71dc991cec565a844bf2f6749e7.png
Someone to Call My Lover,Janet Jackson,3724865,https://www.last.fm/music/Janet+Jackson/_/Someone+to+Call+My+Lover,https://lastfm.freetls.fastly.net/i/u/300x300/390d69b4e0de29303734c43f0163f56a.png
STARGAZING,Travis Scott,13572302,https://www.last.fm/music/Travis+Scott/_/STARGAZING,https://lastfm.freetls.fastly.net/i/u/300x300/4386a469e620103f8436b3e969075959.png
Halo,Beyoncé,14749942,https://www.last.fm/music/Beyonc%C3%A9/_/Halo,https://lastfm.freetls.fastly.net/i/u/300x300/e0f833ab17a143ef67a398e67fd14393.png
TELL ME WHAT I DID,Tiffany Day,711585,https://www.last.fm/music/Tiffany+Day/_/TELL+ME+WHAT+I+DID,https://lastfm.freetls.fastly.net/i/u/300x300/619c88789e51db551cfc1b3b39747b63.png
Routines in the Night,Twenty One Pilots,6318835,https://www.last.fm/music/Twenty+One+Pilots/_/Routines+in+the+Night,https://lastfm.freetls.fastly.net/i/u/300x300/44592187ade17dafe3531db1b7cafbe1.png
HOPE,XXXTENTACION,11428522,https://www.last.fm/music/XXXTENTACION/_/HOPE,https://lastfm.freetls.fastly.net/i/u/300x300/b74e851ce7dfc13498b8bde65c51947d.png
Heads Will Roll,Yeah Yeah Yeahs,12315147,https://www.last.fm/music/Yeah+Yeah+Yeahs/_/Heads+Will+Roll,https://lastfm.freetls.fastly.net/i/u/300x300/db822d6479fb3683562a36524c5c7465.png
I know it won't work,Gracie Abrams,9474125,https://www.last.fm/music/Gracie+Abrams/_/I+know+it+won%27t+work,https://lastfm.freetls.fastly.net/i/u/300x300/e62dd3727fb3bd03bc75406e15b2c6d6.png
"Uncertain, TX (feat. Willie Nelson)",Kacey Musgraves,91849,"https://www.last.fm/music/Kacey+Musgraves/_/Uncertain,+TX+(feat.+Willie+Nelson)",
A Trophy Fathers Trophy Son,Sleeping With Sirens,4239459,https://www.last.fm/music/Sleeping+With+Sirens/_/A+Trophy+Fathers+Trophy+Son,https://lastfm.freetls.fastly.net/i/u/300x300/b7f8129ef56dda79c9472248ae7d561a.png
sweetener,Ariana Grande,7618035,https://www.last.fm/music/Ariana+Grande/_/sweetener,https://lastfm.freetls.fastly.net/i/u/300x300/3f1ea261c3c447c55a0c97edfbee20bd.png
Down With the Sickness,Disturbed,13221212,https://www.last.fm/music/Disturbed/_/Down+With+the+Sickness,https://lastfm.freetls.fastly.net/i/u/300x300/61b929a6ca07482ba86ee85bd6fbe4a6.png
Gnaw,Alex G,7692885,https://www.last.fm/music/Alex+G/_/Gnaw,https://lastfm.freetls.fastly.net/i/u/300x300/03337c9410154aa74af1e6b23bafa085.png
Cameras / Good Ones Go Interlude - Medley,Drake,4912181,https://www.last.fm/music/Drake/_/Cameras+%2F+Good+Ones+Go+Interlude+-+Medley,
You Make Me Feel... (feat. Sabi),Cobra Starship,4338035,https://www.last.fm/music/Cobra+Starship/_/You+Make+Me+Feel...+(feat.+Sabi),https://lastfm.freetls.fastly.net/i/u/300x300/6968bd3c289732b32f1a47c75e45fc8a.png
heart pt. 6,Kendrick Lamar,7744205,https://www.last.fm/music/Kendrick+Lamar/_/heart+pt.+6,https://lastfm.freetls.fastly.net/i/u/300x300/a79564a9768d05272682b252deb02079.png
Jerk It Out,Caesars,5952288,https://www.last.fm/music/Caesars/_/Jerk+It+Out,https://lastfm.freetls.fastly.net/i/u/300x300/82b5fd16318641bea4cc231c12e6f0eb.png
harvest sky,Oklou,2529373,https://www.last.fm/music/Oklou/_/harvest+sky,https://lastfm.freetls.fastly.net/i/u/300x300/dfa33d6577330f3a6365446dc4ab9086.png
Sierra Leone,Frank Ocean,11363268,https://www.last.fm/music/Frank+Ocean/_/Sierra+Leone,https://lastfm.freetls.fastly.net/i/u/300x300/553678d27570452839aec0fd0cdadd63.png
"Aoi, Koi, Daidaiiro no Hi",MASS OF THE FERMENTING DREGS,4334620,"https://www.last.fm/music/MASS+OF+THE+FERMENTING+DREGS/_/Aoi,+Koi,+Daidaiiro+no+Hi",https://lastfm.freetls.fastly.net/i/u/300x300/4abc1ad5c11f8da24dfd856eddf44bbe.png
Another Life,Motionless in White,5370977,https://www.last.fm/music/Motionless+in+White/_/Another+Life,https://lastfm.freetls.fastly.net/i/u/300x300/1373138ebd3e4b27675746bcf4c5e2e6.png
Consideration,Rihanna,9544790,https://www.last.fm/music/Rihanna/_/Consideration,https://lastfm.freetls.fastly.net/i/u/300x300/0e21b3cd15b8e3bdeb7e8946effd5d8c.png
the last great american dynasty,Taylor Swift,18911873,https://www.last.fm/music/Taylor+Swift/_/the+last+great+american+dynasty,https://lastfm.freetls.fastly.net/i/u/300x300/023270183bd6076819bdafca74ad0c66.png
The Largest,BigXthaPlug,2890822,https://www.last.fm/music/BigXthaPlug/_/The+Largest,https://lastfm.freetls.fastly.net/i/u/300x300/e96ef46628ed3563ecc99a080dea13e9.png
Blue Light,Mazzy Star,6531118,https://www.last.fm/music/Mazzy+Star/_/Blue+Light,https://lastfm.freetls.fastly.net/i/u/300x300/60615ead3d8383e70e84a526817de4bf.png
A House in Nebraska,Ethel Cain,7320614,https://www.last.fm/music/Ethel+Cain/_/A+House+in+Nebraska,https://lastfm.freetls.fastly.net/i/u/300x300/52feaba2e909684881d532bc3b912efc.png
Overseas,Ken Carson,10622657,https://www.last.fm/music/Ken+Carson/_/Overseas,https://lastfm.freetls.fastly.net/i/u/300x300/5260cadd5bdb404dbd9f768d70e739d1.png
N.O,BTS,10207359,https://www.last.fm/music/BTS/_/N.O,https://lastfm.freetls.fastly.net/i/u/300x300/7f5ae8ffd586097d1c5818f057cbcde7.png
She Knows Too Much,Thundercat,674830,https://www.last.fm/music/Thundercat/_/She+Knows+Too+Much,
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,6480232,"https://www.last.fm/music/Ty+Dolla+$ign/_/Or+Nah+(feat.+The+Weeknd,+Wiz+Khalifa+&+DJ+Mustard)+-+Remix",
Dust Bowl,Ethel Cain,3249271,https://www.last.fm/music/Ethel+Cain/_/Dust+Bowl,https://lastfm.freetls.fastly.net/i/u/300x300/26ff9059ae4b7b4b032a4f63f4d9827b.png
In The Air Tonight - 2015 Remastered,Phil Collins,5204644,https://www.last.fm/music/Phil+Collins/_/In+The+Air+Tonight+-+2015+Remastered,https://lastfm.freetls.fastly.net/i/u/300x300/c601a68cbd0db68c76071df58d7e6ce2.png
Labyrinth,Taylor Swift,16373930,https://www.last.fm/music/Taylor+Swift/_/Labyrinth,https://lastfm.freetls.fastly.net/i/u/300x300/cbfa0b1b932a94bb930302e3b2d18b75.png
Stuck with U (with Justin Bieber),Ariana Grande,7504332,https://www.last.fm/music/Ariana+Grande/_/Stuck+with+U+(with+Justin+Bieber),https://lastfm.freetls.fastly.net/i/u/300x300/61cbea725b6f844db92aff4e6a41c03f.png
Lonely,RM,17283879,https://www.last.fm/music/RM/_/Lonely,https://lastfm.freetls.fastly.net/i/u/300x300/31fcd44bc68db7054d4ae598ad9e9d94.png
All I Really Want Is You,The Marías,4812102,https://www.last.fm/music/The+Mar%C3%ADas/_/All+I+Really+Want+Is+You,https://lastfm.freetls.fastly.net/i/u/300x300/669e4fdc792fffd53f969820325843ac.png
Spine Breaker,BTS,6784836,https://www.last.fm/music/BTS/_/Spine+Breaker,https://lastfm.freetls.fastly.net/i/u/300x300/5daac2fa8ca73f1cba252c0da81a21db.png
SUGAR,BROCKHAMPTON,11772640,https://www.last.fm/music/BROCKHAMPTON/_/SUGAR,https://lastfm.freetls.fastly.net/i/u/300x300/5c65c336166f7455a23bc487518e70d4.png
Luxury,Azealia Banks,10284907,https://www.last.fm/music/Azealia+Banks/_/Luxury,https://lastfm.freetls.fastly.net/i/u/300x300/953cd190168c19e6708af5e5716faadf.png
Mágico,Marina Sena,2760211,https://www.last.fm/music/Marina+Sena/_/M%C3%A1gico,https://lastfm.freetls.fastly.net/i/u/300x300/998560a2b5080484f07b3fd25f3d8fe9.png
Nightmare,Avenged Sevenfold,9034391,https://www.last.fm/music/Avenged+Sevenfold/_/Nightmare,https://lastfm.freetls.fastly.net/i/u/300x300/bd12ddaafc7344d3bf43f963f814cc90.png
Mess It Up,Gracie Abrams,10270771,https://www.last.fm/music/Gracie+Abrams/_/Mess+It+Up,https://lastfm.freetls.fastly.net/i/u/300x300/4cf81f9bd945168fcafd6b33dc4d2277.png
Ordinary World,Duran Duran,6215299,https://www.last.fm/music/Duran+Duran/_/Ordinary+World,https://lastfm.freetls.fastly.net/i/u/300x300/6f3451b1f967af7d0ef22e8aee52fe5a.png
All My Friends,LCD Soundsystem,7593039,https://www.last.fm/music/LCD+Soundsystem/_/All+My+Friends,https://lastfm.freetls.fastly.net/i/u/300x300/62e79d7331b34ea9ced494570a2fe797.png
Free Your Mind,Prospa,210705,https://www.last.fm/music/Prospa/_/Free+Your+Mind,
Life Goes On,Agust D,13054207,https://www.last.fm/music/Agust+D/_/Life+Goes+On,https://lastfm.freetls.fastly.net/i/u/300x300/0b752d5cb9481ff4ab9f79aa2665ec04.png
Current Affairs,Lorde,4701947,https://www.last.fm/music/Lorde/_/Current+Affairs,https://lastfm.freetls.fastly.net/i/u/300x300/6e50976b469be47c1e383cc12f564778.png
COQUETA,Fuerza Regida,2035261,https://www.last.fm/music/Fuerza+Regida/_/COQUETA,https://lastfm.freetls.fastly.net/i/u/300x300/accd0474aef8c72d8aeaa6b6e6711e62.png
My Shit,A Boogie wit da Hoodie,6443634,https://www.last.fm/music/A+Boogie+wit+da+Hoodie/_/My+Shit,https://lastfm.freetls.fastly.net/i/u/300x300/fd9e3a094703b7ee70e3b9168fec5a2e.png
Spin Bout U,Drake,8826770,https://www.last.fm/music/Drake/_/Spin+Bout+U,https://lastfm.freetls.fastly.net/i/u/300x300/5b8aa4e15c1ab4d93dd8efa632dc3101.png
ONLY,LeeHi,10714428,https://www.last.fm/music/LeeHi/_/ONLY,https://lastfm.freetls.fastly.net/i/u/300x300/655875346b507ca00c33e2a72ca788e7.png
Seasons In The Sun - 2023 Remaster,Black Box Recorder,2259198,https://www.last.fm/music/Black+Box+Recorder/_/Seasons+In+The+Sun+-+2023+Remaster,
Seoul City,Jennie,5180916,https://www.last.fm/music/Jennie/_/Seoul+City,https://lastfm.freetls.fastly.net/i/u/300x300/b689608aa2a7d7f98825b2d6f8f9657a.png
Everybody Wants to Be a Cowboy (feat. Billy Strings),Kacey Musgraves,86151,https://www.last.fm/music/Kacey+Musgraves/_/Everybody+Wants+to+Be+a+Cowboy+(feat.+Billy+Strings),
