"nombre","reproducciones","oyentes","url","imagen_url"
"DJ Snake","50079488","2652951","https://www.last.fm/music/DJ+Snake","https://cdn-images.dzcdn.net/images/artist/f4b1cf6875953f8747a73006928ae172/1000x1000-000000-80-0-0.jpg"
"Suki Waterhouse","56372648","1797495","https://www.last.fm/music/Suki+Waterhouse","https://cdn-images.dzcdn.net/images/artist/ba4f7cd06e235d794255be79e37dbbe9/1000x1000-000000-80-0-0.jpg"
"ZAYN","122093715","2284078","https://www.last.fm/music/ZAYN","https://cdn-images.dzcdn.net/images/artist/1789e943d6bc7ee4a6efe32233d1a90b/1000x1000-000000-80-0-0.jpg"
"Rae Sremmurd","47785713","1955536","https://www.last.fm/music/Rae+Sremmurd","https://cdn-images.dzcdn.net/images/artist/3c49e7b66a17d5f37a739d732151c77f/1000x1000-000000-80-0-0.jpg"
"The Jackson 5","28525369","2587084","https://www.last.fm/music/The+Jackson+5","https://cdn-images.dzcdn.net/images/artist/2e5ab9758b5e69a147d226d9f1c61108/1000x1000-000000-80-0-0.jpg"
"The Offspring","215411399","4599068","https://www.last.fm/music/The+Offspring","https://cdn-images.dzcdn.net/images/artist/cb39bd249507f7f66782834195be99de/1000x1000-000000-80-0-0.jpg"
"Björk","261250976","3477653","https://www.last.fm/music/Bj%C3%B6rk","https://cdn-images.dzcdn.net/images/artist/592fdd6886d9885e7572e783506fcded/1000x1000-000000-80-0-0.jpg"
"MF DOOM","164140755","2316863","https://www.last.fm/music/MF+DOOM","https://cdn-images.dzcdn.net/images/artist/9d0894060342ceaf881e4b987072cc0a/1000x1000-000000-80-0-0.jpg"
"Fontaines D.C.","80208459","1155248","https://www.last.fm/music/Fontaines+D.C.","https://cdn-images.dzcdn.net/images/artist/16a138afd9ed4678e4ff21e7fcfea648/1000x1000-000000-80-0-0.jpg"
"Eagles","80969429","3861867","https://www.last.fm/music/Eagles","https://cdn-images.dzcdn.net/images/artist/178be204025c8d38a72113564b647baf/1000x1000-000000-80-0-0.jpg"
"Depeche Mode","297867890","4473284","https://www.last.fm/music/Depeche+Mode","https://cdn-images.dzcdn.net/images/artist/b18856da7850c8b8cb10476fefc15657/1000x1000-000000-80-0-0.jpg"
"Snow Strippers","60239229","930353","https://www.last.fm/music/Snow+Strippers","https://cdn-images.dzcdn.net/images/artist/0432e66663b41247e393fd16b37c6d62/1000x1000-000000-80-0-0.jpg"
"Khalid","97500248","2332550","https://www.last.fm/music/Khalid","https://cdn-images.dzcdn.net/images/artist/e6237058662af2e9d4815e57071353cd/1000x1000-000000-80-0-0.jpg"
"TOMORROW X TOGETHER","444169998","1251534","https://www.last.fm/music/TOMORROW+X+TOGETHER","https://cdn-images.dzcdn.net/images/artist/4b04ae513b382d40803a8b3addbb0c49/1000x1000-000000-80-0-0.jpg"
"Lisa","130421084","1981525","https://www.last.fm/music/Lisa","https://cdn-images.dzcdn.net/images/artist/040c7161f753b46331aad225cb8bac38/1000x1000-000000-80-0-0.jpg"
"Anitta","167080317","1237984","https://www.last.fm/music/Anitta","https://cdn-images.dzcdn.net/images/artist/bab6017df606c55ba0b5418fc345c3ca/1000x1000-000000-80-0-0.jpg"
"Cardi B","80212218","2455169","https://www.last.fm/music/Cardi+B","https://cdn-images.dzcdn.net/images/artist/af776cd99efbc010c3782030df0e7e1e/1000x1000-000000-80-0-0.jpg"
"AC/DC","214508590","4582415","https://www.last.fm/music/AC%2FDC","https://cdn-images.dzcdn.net/images/artist/7dbc950be70f997ba0cd2b39de7f2aa7/1000x1000-000000-80-0-0.jpg"
"Hotel Ugly","54542909","1945694","https://www.last.fm/music/Hotel+Ugly","https://cdn-images.dzcdn.net/images/artist/f4e7914b0e9b3bc1cf767a2d7cc29aa0/1000x1000-000000-80-0-0.jpg"
"Soundgarden","105373388","3357354","https://www.last.fm/music/Soundgarden","https://cdn-images.dzcdn.net/images/artist/b930cedb94fd49695baa3f39281bd804/1000x1000-000000-80-0-0.jpg"
"Duran Duran","78246255","3209130","https://www.last.fm/music/Duran+Duran","https://cdn-images.dzcdn.net/images/artist/86f76b67c1ac24310182281b4f1a419b/1000x1000-000000-80-0-0.jpg"
"America","41973871","2202656","https://www.last.fm/music/America","https://cdn-images.dzcdn.net/images/artist/457f2a9a9b2c4717a6ebf7ff4237a9c7/1000x1000-000000-80-0-0.jpg"
"Tyla","53498974","1518704","https://www.last.fm/music/Tyla","https://cdn-images.dzcdn.net/images/artist/24a1f0e2b55a08734fd38cc82089246c/1000x1000-000000-80-0-0.jpg"
"Adrianne Lenker","116901120","1367823","https://www.last.fm/music/Adrianne+Lenker","https://cdn-images.dzcdn.net/images/artist/bc9e24a69c3176ce48b236f9d0f57451/1000x1000-000000-80-0-0.jpg"
"Talking Heads","144475458","3266654","https://www.last.fm/music/Talking+Heads","https://cdn-images.dzcdn.net/images/artist/cc36269657d82833d0d0f1432501e0d5/1000x1000-000000-80-0-0.jpg"
"Julia Wolf","17063727","721988","https://www.last.fm/music/Julia+Wolf","https://cdn-images.dzcdn.net/images/artist/7a60ce347796a4fc69ccfe28d4aee719/1000x1000-000000-80-0-0.jpg"
"FKA twigs","156731798","1687651","https://www.last.fm/music/FKA+twigs","https://cdn-images.dzcdn.net/images/artist/bf719e96b43f7ddcc50ea2330b1452bc/1000x1000-000000-80-0-0.jpg"
"Sublime","126695490","3152501","https://www.last.fm/music/Sublime","https://cdn-images.dzcdn.net/images/artist/486005b2c449bd8e092315ad60dcd80f/1000x1000-000000-80-0-0.jpg"
"Dave","79243117","1355558","https://www.last.fm/music/Dave","https://cdn-images.dzcdn.net/images/artist/eb2c8952b7328fdf32b3546d5ffab8c2/1000x1000-000000-80-0-0.jpg"
"Disclosure","76216191","2513078","https://www.last.fm/music/Disclosure","https://cdn-images.dzcdn.net/images/artist/83aa8d9bb361fe039ee1caf0488eb0c1/1000x1000-000000-80-0-0.jpg"
"Kehlani","72852838","1735867","https://www.last.fm/music/Kehlani","https://cdn-images.dzcdn.net/images/artist/2bf1fa3d1cc1716f784dadf112d16d9e/1000x1000-000000-80-0-0.jpg"
"Zedd","63250650","2638878","https://www.last.fm/music/Zedd","https://cdn-images.dzcdn.net/images/artist/6013ec7ad0b823306c3582e2792dd145/1000x1000-000000-80-0-0.jpg"
"Kings of Leon","267700345","5157913","https://www.last.fm/music/Kings+of+Leon","https://cdn-images.dzcdn.net/images/artist/885666d91db534adc8d120bbc81ac0ac/1000x1000-000000-80-0-0.jpg"
"Aphex Twin","225590645","3047742","https://www.last.fm/music/Aphex+Twin","https://cdn-images.dzcdn.net/images/artist/22545b72e8b8eecd902824d600badcf3/1000x1000-000000-80-0-0.jpg"
"Nine Inch Nails","322325442","3632284","https://www.last.fm/music/Nine+Inch+Nails","https://cdn-images.dzcdn.net/images/artist/cb15e0065ad89b90f688a250f46001f4/1000x1000-000000-80-0-0.jpg"
"Isaiah Rashad","83864962","1320835","https://www.last.fm/music/Isaiah+Rashad","https://cdn-images.dzcdn.net/images/artist/7d4a6b01fdef449ba6b0c97bdb6a65ea/1000x1000-000000-80-0-0.jpg"
"Strawberry Guy","52124498","1758123","https://www.last.fm/music/Strawberry+Guy","https://cdn-images.dzcdn.net/images/artist/994e266372b2bae5f7ee407e40134713/1000x1000-000000-80-0-0.jpg"
"Hearts2Hearts","23649599","461890","https://www.last.fm/music/Hearts2Hearts","https://cdn-images.dzcdn.net/images/artist/6d659e8b2bed3307ee9535c322f55379/1000x1000-000000-80-0-0.jpg"
"Eyedress","76437377","2239188","https://www.last.fm/music/Eyedress","https://cdn-images.dzcdn.net/images/artist/da2a602561e585e0e766a9d0b73db8b3/1000x1000-000000-80-0-0.jpg"
"Migos","73234955","1897634","https://www.last.fm/music/Migos","https://cdn-images.dzcdn.net/images/artist/dc75c88ae1982a4187a3b806899e17ab/1000x1000-000000-80-0-0.jpg"
"Stevie Wonder","113617945","3977940","https://www.last.fm/music/Stevie+Wonder","https://cdn-images.dzcdn.net/images/artist/b8138428e7b0ce78843106b4b83d4e77/1000x1000-000000-80-0-0.jpg"
"Dire Straits","117080748","3550461","https://www.last.fm/music/Dire+Straits","https://cdn-images.dzcdn.net/images/artist/400d3ece017a3482e9aae5d0c0a951f6/1000x1000-000000-80-0-0.jpg"
"Bee Gees","70515886","3476485","https://www.last.fm/music/Bee+Gees","https://cdn-images.dzcdn.net/images/artist/561402d0ce91b933f86b61ce9050c913/1000x1000-000000-80-0-0.jpg"
"The Sundays","51536035","1363163","https://www.last.fm/music/The+Sundays","https://cdn-images.dzcdn.net/images/artist/a004c1fc68bfcf68516bbfb956be4d6c/1000x1000-000000-80-0-0.jpg"
"Avicii","113533431","3381367","https://www.last.fm/music/Avicii","https://cdn-images.dzcdn.net/images/artist/82e214b0cb39316f4a12a082fded54f6/1000x1000-000000-80-0-0.jpg"
"Elliott Smith","290232473","2963031","https://www.last.fm/music/Elliott+Smith","https://cdn-images.dzcdn.net/images/artist/5570c6ad10ad8e7161a55b49f5b9a382/1000x1000-000000-80-0-0.jpg"
"Queens of the Stone Age","257149750","3762762","https://www.last.fm/music/Queens+of+the+Stone+Age","https://cdn-images.dzcdn.net/images/artist/59574e8a87b293aa74f9201d0b83e58a/1000x1000-000000-80-0-0.jpg"
"Metric","113525882","2891513","https://www.last.fm/music/Metric","https://cdn-images.dzcdn.net/images/artist/016dc77d280f454c25fd66840da97439/1000x1000-000000-80-0-0.jpg"
"Two Door Cinema Club","130814143","3175902","https://www.last.fm/music/Two+Door+Cinema+Club","https://cdn-images.dzcdn.net/images/artist/fdda4a6426606458b5ad22d5cf4a7f24/1000x1000-000000-80-0-0.jpg"
"Labrinth","76131257","2581201","https://www.last.fm/music/Labrinth","https://cdn-images.dzcdn.net/images/artist/b422ba7e73aeb2396b1cb2cfd3e0fbac/1000x1000-000000-80-0-0.jpg"
"Major Lazer","70329407","3021896","https://www.last.fm/music/Major+Lazer","https://cdn-images.dzcdn.net/images/artist/2a610a5ebed40d1187b5599066052cb3/1000x1000-000000-80-0-0.jpg"
"Stray Kids","495342965","1373597","https://www.last.fm/music/Stray+Kids","https://cdn-images.dzcdn.net/images/artist/004d3950684af2157081072af2df192b/1000x1000-000000-80-0-0.jpg"
"Sam Smith","114068669","3109596","https://www.last.fm/music/Sam+Smith","https://cdn-images.dzcdn.net/images/artist/84b102bd5ea63d5e792a88f85f14adbc/1000x1000-000000-80-0-0.jpg"
"A Boogie wit da Hoodie","103314415","1472563","https://www.last.fm/music/A+Boogie+wit+da+Hoodie","https://cdn-images.dzcdn.net/images/artist/65bccca3a5db7a4497124fa14f0fee0a/1000x1000-000000-80-0-0.jpg"
"Marina Sena","100860181","503229","https://www.last.fm/music/Marina+Sena","https://cdn-images.dzcdn.net/images/artist/0026ccb932df7c793d04cc72e950dad1/1000x1000-000000-80-0-0.jpg"
"Willow","75637276","2381929","https://www.last.fm/music/Willow","https://cdn-images.dzcdn.net/images/artist/a0221011989d9c58bb8173ed42d06e40/1000x1000-000000-80-0-0.jpg"
"Fiona Apple","181348927","2742016","https://www.last.fm/music/Fiona+Apple","https://cdn-images.dzcdn.net/images/artist/8d04617744ea61e7ad2891cf0297f3b5/1000x1000-000000-80-0-0.jpg"
"Ayesha Erotica","63918745","1226169","https://www.last.fm/music/Ayesha+Erotica","https://cdn-images.dzcdn.net/images/artist/cf522dbdd7bc368636c3077a3ba8b0a3/1000x1000-000000-80-0-0.jpg"
"2hollis","84337714","824305","https://www.last.fm/music/2hollis","https://cdn-images.dzcdn.net/images/artist/c1f95fb1a1767fda0d7fd7ed8b4cea70/1000x1000-000000-80-0-0.jpg"
"Snoop Dogg","83568987","4402057","https://www.last.fm/music/Snoop+Dogg","https://cdn-images.dzcdn.net/images/artist/5e53a969faf1fc8e9dee3811df20c617/1000x1000-000000-80-0-0.jpg"
"Mother Mother","106383022","1951903","https://www.last.fm/music/Mother+Mother","https://cdn-images.dzcdn.net/images/artist/5977b3712e1aac200d66b358ba633682/1000x1000-000000-80-0-0.jpg"
"Sienna Spiro","7482491","488256","https://www.last.fm/music/Sienna+Spiro","https://cdn-images.dzcdn.net/images/artist/40d13a8d0e375d29b42e2a1ce51876d5/1000x1000-000000-80-0-0.jpg"
"Title Fight","102115324","1220983","https://www.last.fm/music/Title+Fight","https://cdn-images.dzcdn.net/images/artist/bff3aa3bef58ac38aea3eb007310f5c4/1000x1000-000000-80-0-0.jpg"
"JPEGMAFIA","232934260","1239467","https://www.last.fm/music/JPEGMAFIA","https://cdn-images.dzcdn.net/images/artist/66251bd5d137fb7270d66c407a6f96e2/1000x1000-000000-80-0-0.jpg"
"Gucci Mane","68203826","2792405","https://www.last.fm/music/Gucci+Mane","https://cdn-images.dzcdn.net/images/artist/887fe074ecf8b10e4a16f897a5eaf761/1000x1000-000000-80-0-0.jpg"
"Nickelback","153356232","4385922","https://www.last.fm/music/Nickelback","https://cdn-images.dzcdn.net/images/artist/330ba45fea5de7a576b4a6c30b266157/1000x1000-000000-80-0-0.jpg"
"Sia","164188394","4425128","https://www.last.fm/music/Sia","https://cdn-images.dzcdn.net/images/artist/f3d1301aeb356dc0f40440c3d4f39d0e/1000x1000-000000-80-0-0.jpg"
"Marshmello","69367736","2604223","https://www.last.fm/music/Marshmello","https://cdn-images.dzcdn.net/images/artist/7990773a89df9f06fc2b871ad1de00bf/1000x1000-000000-80-0-0.jpg"
"Bob Dylan","295552361","4322452","https://www.last.fm/music/Bob+Dylan","https://cdn-images.dzcdn.net/images/artist/b8a57d58ceced56e2222ea8d6e6c4a85/1000x1000-000000-80-0-0.jpg"
"Creedence Clearwater Revival","123429940","4112096","https://www.last.fm/music/Creedence+Clearwater+Revival","https://cdn-images.dzcdn.net/images/artist/3854c0eca16431e26987bf515f83d364/1000x1000-000000-80-0-0.jpg"
"Bladee","420345942","982594","https://www.last.fm/music/Bladee","https://cdn-images.dzcdn.net/images/artist/d502fdda3c318e4955383c0ebfd86bad/1000x1000-000000-80-0-0.jpg"
"Her's","48126799","1513556","https://www.last.fm/music/Her%27s","https://cdn-images.dzcdn.net/images/artist/39e492001b214fc51ba15e98689e3407/1000x1000-000000-80-0-0.jpg"
"IVE","163951428","1068028","https://www.last.fm/music/IVE","https://cdn-images.dzcdn.net/images/artist/6b485876ae2f3513f77eee2ebd8d4994/1000x1000-000000-80-0-0.jpg"
"Lord Huron","74588410","2326592","https://www.last.fm/music/Lord+Huron","https://cdn-images.dzcdn.net/images/artist/b50836bc5fdf0270a52083b977e302aa/1000x1000-000000-80-0-0.jpg"
"fakemink","66219228","492882","https://www.last.fm/music/fakemink","https://cdn-images.dzcdn.net/images/artist/0e77d602da00188af7c669e9f0044c94/1000x1000-000000-80-0-0.jpg"
"Electric Light Orchestra","78411274","3016172","https://www.last.fm/music/Electric+Light+Orchestra","https://cdn-images.dzcdn.net/images/artist/68b59e3a1229ad5f04a65b767db01439/1000x1000-000000-80-0-0.jpg"
"Avenged Sevenfold","238226982","2887941","https://www.last.fm/music/Avenged+Sevenfold","https://cdn-images.dzcdn.net/images/artist/6577dccc570c0c95fbcf09c7bf66cbbe/1000x1000-000000-80-0-0.jpg"
"Massive Attack","189517914","3896501","https://www.last.fm/music/Massive+Attack","https://cdn-images.dzcdn.net/images/artist/3bfbf74ea27b926ba5376ea381f51d0b/1000x1000-000000-80-0-0.jpg"
"Timbaland","65416654","3595706","https://www.last.fm/music/Timbaland","https://cdn-images.dzcdn.net/images/artist/6e0c9bc17bf9abc30181d6c9a8ca1613/1000x1000-000000-80-0-0.jpg"
"Clean Bandit","51850121","2607707","https://www.last.fm/music/Clean+Bandit","https://cdn-images.dzcdn.net/images/artist/f305de60e321bbc56de18da0d6d63231/1000x1000-000000-80-0-0.jpg"
"Blondie","75569319","3465305","https://www.last.fm/music/Blondie","https://cdn-images.dzcdn.net/images/artist/b70e19feb83c794c394db4a14283ffe6/1000x1000-000000-80-0-0.jpg"
"XG","66766980","854772","https://www.last.fm/music/XG","https://cdn-images.dzcdn.net/images/artist/a805611ba42c3c9bb98353b3227ae6a6/1000x1000-000000-80-0-0.jpg"
"VACATIONS","71143479","1920801","https://www.last.fm/music/VACATIONS","https://cdn-images.dzcdn.net/images/artist/3617585c31b61074fb9c86339d52fa13/1000x1000-000000-80-0-0.jpg"
"Måneskin","103145469","1898144","https://www.last.fm/music/M%C3%A5neskin","https://cdn-images.dzcdn.net/images/artist/b5ee25137476918b7660f80529981436/1000x1000-000000-80-0-0.jpg"
"Foster the People","119951325","3758850","https://www.last.fm/music/Foster+the+People","https://cdn-images.dzcdn.net/images/artist/fe79e60f3beec07d6ab8bd6b3bf033e0/1000x1000-000000-80-0-0.jpg"
"Thundercat","78986043","2071958","https://www.last.fm/music/Thundercat","https://cdn-images.dzcdn.net/images/artist/b2860b5439b003147cbe69c85135d484/1000x1000-000000-80-0-0.jpg"
"Jamiroquai","106796029","2927580","https://www.last.fm/music/Jamiroquai","https://cdn-images.dzcdn.net/images/artist/52ab5f957bccfbea91d6c434c173a761/1000x1000-000000-80-0-0.jpg"
"The All-American Rejects","87805167","3339659","https://www.last.fm/music/The+All-American+Rejects","https://cdn-images.dzcdn.net/images/artist/b981eb76c1fa84f70612deb2a5542d94/1000x1000-000000-80-0-0.jpg"
"Fred again..","68948340","1325258","https://www.last.fm/music/Fred+again..","https://cdn-images.dzcdn.net/images/artist/f49a21212bfea7814ecb21096ccb0007/1000x1000-000000-80-0-0.jpg"
"Carly Rae Jepsen","157087720","3053752","https://www.last.fm/music/Carly+Rae+Jepsen","https://cdn-images.dzcdn.net/images/artist/537273948f5d7a2bce98897703330ca0/1000x1000-000000-80-0-0.jpg"
"Natasha Bedingfield","44480322","3053139","https://www.last.fm/music/Natasha+Bedingfield","https://cdn-images.dzcdn.net/images/artist/e7dcb01cb5c448d12ae1768cabd52eae/1000x1000-000000-80-0-0.jpg"
"NMIXX","89829258","761860","https://www.last.fm/music/NMIXX","https://cdn-images.dzcdn.net/images/artist/13d4419030704aaf57bcf6438e71f425/1000x1000-000000-80-0-0.jpg"
"P!nk","124384425","3795197","https://www.last.fm/music/P%21nk","https://cdn-images.dzcdn.net/images/artist/429e67544862ed2b4c820a02acc24ad1/1000x1000-000000-80-0-0.jpg"
"ADÉLA","16911055","422308","https://www.last.fm/music/AD%C3%89LA","https://cdn-images.dzcdn.net/images/artist/e1fff1a95a6c7058a74b3c07b35c0042/1000x1000-000000-80-0-0.jpg"
"Current Joys","68224079","1777967","https://www.last.fm/music/Current+Joys","https://cdn-images.dzcdn.net/images/artist/5890d003f9365b8ac1800fd39b21eb11/1000x1000-000000-80-0-0.jpg"
"DJ Khaled","62305293","2898824","https://www.last.fm/music/DJ+Khaled","https://cdn-images.dzcdn.net/images/artist/c9157de87a18015b5a898cf4d0d867d8/1000x1000-000000-80-0-0.jpg"
"Denzel Curry","157236016","1644457","https://www.last.fm/music/Denzel+Curry","https://cdn-images.dzcdn.net/images/artist/f0d047c02138800e4921a46f4b72f995/1000x1000-000000-80-0-0.jpg"
"Lykke Li","98994406","3181665","https://www.last.fm/music/Lykke+Li","https://cdn-images.dzcdn.net/images/artist/0d776174915264017bbdd9d7243251a2/1000x1000-000000-80-0-0.jpg"
"d4vd","117091142","2328079","https://www.last.fm/music/d4vd","https://cdn-images.dzcdn.net/images/artist/3d60604ff37c33f1ce9ee3755959d592/1000x1000-000000-80-0-0.jpg"
"Destroy Lonely","196066005","915431","https://www.last.fm/music/Destroy+Lonely","https://cdn-images.dzcdn.net/images/artist/b116e1ed64edd4128dd38928ada8f639/1000x1000-000000-80-0-0.jpg"
"J Balvin","65820340","1870495","https://www.last.fm/music/J+Balvin","https://cdn-images.dzcdn.net/images/artist/325eaa46bc25052d0e3d549d60cc8225/1000x1000-000000-80-0-0.jpg"
"Fetty Wap","34683873","1740595","https://www.last.fm/music/Fetty+Wap","https://cdn-images.dzcdn.net/images/artist/6554aa6290d0d53a74f0b3a1112bbe1f/1000x1000-000000-80-0-0.jpg"
"Franz Ferdinand","181360575","4898061","https://www.last.fm/music/Franz+Ferdinand","https://cdn-images.dzcdn.net/images/artist/0312c5b8e0c0f9ac7b0c4a1dfbd21d4e/1000x1000-000000-80-0-0.jpg"
"Steely Dan","76208235","1800254","https://www.last.fm/music/Steely+Dan","https://cdn-images.dzcdn.net/images/artist/41a4d9469237eca90e63d2076360daa8/1000x1000-000000-80-0-0.jpg"
"Rex Orange County","126338663","2068832","https://www.last.fm/music/Rex+Orange+County","https://cdn-images.dzcdn.net/images/artist/d640af51d068ce141a291ddb86ade27b/1000x1000-000000-80-0-0.jpg"
"Bon Jovi","125949707","4280669","https://www.last.fm/music/Bon+Jovi","https://cdn-images.dzcdn.net/images/artist/3ebdb0ff80286da236109a0fc79d0cb5/1000x1000-000000-80-0-0.jpg"
"Agust D","612983311","880811","https://www.last.fm/music/Agust+D","https://cdn-images.dzcdn.net/images/artist/50807411a23da11d093d5ff32a47332d/1000x1000-000000-80-0-0.jpg"
"¥$","81992423","1496511","https://www.last.fm/music/%C2%A5$","https://cdn-images.dzcdn.net/images/artist/3e4b8ac499234eb020ead8b72e18c2f0/1000x1000-000000-80-0-0.jpg"
"The Clash","154552963","4171649","https://www.last.fm/music/The+Clash","https://cdn-images.dzcdn.net/images/artist/82a5fe6ba783cf618d5394ae0b8129b9/1000x1000-000000-80-0-0.jpg"
"bbno$","71500006","1537326","https://www.last.fm/music/bbno$","https://cdn-images.dzcdn.net/images/artist/7305e2ff14b206fb9471124ee4e5a07c/1000x1000-000000-80-0-0.jpg"
"The Beach Boys","165923842","4139059","https://www.last.fm/music/The+Beach+Boys","https://cdn-images.dzcdn.net/images/artist/d728129020af9a9f9b2f1127d3cfd751/1000x1000-000000-80-0-0.jpg"
"Earth, Wind & Fire","50007282","2981806","https://www.last.fm/music/Earth,+Wind+&+Fire","https://cdn-images.dzcdn.net/images/artist/0be4c99a97b1073be467961c5d02acc6/1000x1000-000000-80-0-0.jpg"
"G-Eazy","56943009","2108164","https://www.last.fm/music/G-Eazy","https://cdn-images.dzcdn.net/images/artist/7aefb7c297e45f7bea82cf0c2d34120d/1000x1000-000000-80-0-0.jpg"
"Lil Nas X","116779048","2686161","https://www.last.fm/music/Lil+Nas+X","https://cdn-images.dzcdn.net/images/artist/0f5f0e176c544db5f89b5cd837e279aa/1000x1000-000000-80-0-0.jpg"
"No Doubt","85429480","3625775","https://www.last.fm/music/No+Doubt","https://cdn-images.dzcdn.net/images/artist/48ec84474b37a0677d7375f7bf10d78a/1000x1000-000000-80-0-0.jpg"
"Jimin","813986192","912657","https://www.last.fm/music/Jimin","https://cdn-images.dzcdn.net/images/artist/aecaa408945625f236602bf82656d3e8/1000x1000-000000-80-0-0.jpg"
"New Order","119379251","3189402","https://www.last.fm/music/New+Order","https://cdn-images.dzcdn.net/images/artist/1579c1b8f3abc354cbb3ed63cda19b55/1000x1000-000000-80-0-0.jpg"
"Rammstein","322119743","3136706","https://www.last.fm/music/Rammstein","https://cdn-images.dzcdn.net/images/artist/f22cac6a41e838f54d2c7b4ea47b5f94/1000x1000-000000-80-0-0.jpg"
"Sleeping With Sirens","78322016","1212866","https://www.last.fm/music/Sleeping+With+Sirens","https://cdn-images.dzcdn.net/images/artist/7664fa13f400718a0f6de5182f730c76/1000x1000-000000-80-0-0.jpg"
"Ne-Yo","65230275","3385469","https://www.last.fm/music/Ne-Yo","https://cdn-images.dzcdn.net/images/artist/cc3aabafca2130a5415489d85bb0e26d/1000x1000-000000-80-0-0.jpg"
"Rauw Alejandro","93727338","1127385","https://www.last.fm/music/Rauw+Alejandro","https://cdn-images.dzcdn.net/images/artist/0e7b2b93b91789a054bc3f08bb3df3a8/1000x1000-000000-80-0-0.jpg"
"Summer Walker","110313142","1751188","https://www.last.fm/music/Summer+Walker","https://cdn-images.dzcdn.net/images/artist/986786f971b3ce755da272982632092b/1000x1000-000000-80-0-0.jpg"
"BROCKHAMPTON","196131065","1689016","https://www.last.fm/music/BROCKHAMPTON","https://cdn-images.dzcdn.net/images/artist/006fc8169aca00baa8120ebeef15005d/1000x1000-000000-80-0-0.jpg"
"Yung Lean","165407814","1340842","https://www.last.fm/music/Yung+Lean","https://cdn-images.dzcdn.net/images/artist/05cf655c2c15407e544e69e2491be43b/1000x1000-000000-80-0-0.jpg"
"Swedish House Mafia","55044320","2743244","https://www.last.fm/music/Swedish+House+Mafia","https://cdn-images.dzcdn.net/images/artist/bae3a6abb59c25a18a2a84d1700527bf/1000x1000-000000-80-0-0.jpg"
"Jhené Aiko","72646565","1409995","https://www.last.fm/music/Jhen%C3%A9+Aiko","https://cdn-images.dzcdn.net/images/artist/9c336a353852d62e2664f2df3461b052/1000x1000-000000-80-0-0.jpg"
"Joey Bada$$","115818967","1767710","https://www.last.fm/music/Joey+Bada$$","https://cdn-images.dzcdn.net/images/artist/d1be00d41334b5939bbd79fc0c2d871d/1000x1000-000000-80-0-0.jpg"
"Alicia Keys","102968170","4233571","https://www.last.fm/music/Alicia+Keys","https://cdn-images.dzcdn.net/images/artist/a93317808f3d049e5abe7cf72ffe786f/1000x1000-000000-80-0-0.jpg"
"The Living Tombstone","54592231","1342186","https://www.last.fm/music/The+Living+Tombstone","https://cdn-images.dzcdn.net/images/artist/1f20806019d4e615e3201aee4a056bb6/1000x1000-000000-80-0-0.jpg"
"YoungBoy Never Broke Again","178762510","1157457","https://www.last.fm/music/YoungBoy+Never+Broke+Again","https://cdn-images.dzcdn.net/images/artist/d8d4dbdd6d5eb10491c8dc3b5370ae7e/1000x1000-000000-80-0-0.jpg"
"Paul McCartney","87945280","3305419","https://www.last.fm/music/Paul+McCartney","https://cdn-images.dzcdn.net/images/artist/870984f223d5311f04e7791732a9f366/1000x1000-000000-80-0-0.jpg"
"Phantogram","49809842","1988738","https://www.last.fm/music/Phantogram","https://cdn-images.dzcdn.net/images/artist/1957a9af81882046ee16172bb53b1153/1000x1000-000000-80-0-0.jpg"
"KAROL G","77091082","1461432","https://www.last.fm/music/KAROL+G","https://cdn-images.dzcdn.net/images/artist/dd8c6b3068d2761955eb6e432046ed91/1000x1000-000000-80-0-0.jpg"
"RM","542017976","822129","https://www.last.fm/music/RM","https://cdn-images.dzcdn.net/images/artist/5e37adcbc6d91287a275fb6c1fd2ed9e/1000x1000-000000-80-0-0.jpg"
"Mark Ronson","51372625","3128617","https://www.last.fm/music/Mark+Ronson","https://cdn-images.dzcdn.net/images/artist/cacdbfdf5fa8c600eadc3e1c2b6ac8c8/1000x1000-000000-80-0-0.jpg"
"Kylie Minogue","176352065","3563666","https://www.last.fm/music/Kylie+Minogue","https://cdn-images.dzcdn.net/images/artist/7d7a057ebe01bb41f33f677d4d76955b/1000x1000-000000-80-0-0.jpg"
"Chris Rainbow","3730435","362914","https://www.last.fm/music/Chris+Rainbow","https://cdn-images.dzcdn.net/images/artist/a71db305c1e5d0739cd15686f7789454/1000x1000-000000-80-0-0.jpg"
"Omar Apollo","66004632","1522745","https://www.last.fm/music/Omar+Apollo","https://cdn-images.dzcdn.net/images/artist/2806d34fdf6232d9cbd47ce41c78c7e9/1000x1000-000000-80-0-0.jpg"
"Zach Bryan","138297470","1214371","https://www.last.fm/music/Zach+Bryan","https://cdn-images.dzcdn.net/images/artist/552d448a0c2cb72f40c3de3a384949bd/1000x1000-000000-80-0-0.jpg"
"Surf Curse","46824387","2047973","https://www.last.fm/music/Surf+Curse","https://cdn-images.dzcdn.net/images/artist/12552fd7f0d6a47c6eab6481ab9b1c2e/1000x1000-000000-80-0-0.jpg"
"Artemas","56953809","1636994","https://www.last.fm/music/Artemas","https://cdn-images.dzcdn.net/images/artist/6f557a91c8294fe5d555a1bf6135cb02/1000x1000-000000-80-0-0.jpg"
